candidate_id,mechanism,exec_tf,pair,variant,trades,gross_expectancy,fee_drag,slippage_drag,funding_drag,net_expectancy,gross_total_R,net_total_R,win_rate,wins,losses,longs,shorts,median_net_R,avg_stop_pct,median_stop_pct,median_stop_bps,cost_per_R,pct_target,pct_stop,unresolved_at_boundary,effective_n,profit_factor,max_dd_R,t_gross,t_net,net_ci_low,net_ci_high,ca_trades,cb_trades,excess_vs_ca,excess_vs_cb,setups_detected,rejected_warmup,rejected_stop_invalid,rejected_no_entry_bar,rejected_outside_split,eligible_setups,skipped_stop,skipped_size,rejected_position_open,trades_entered,reconciled,cb_net,cb_gross,cb_stop,cb_seed_sd,cb_min,cb_max,ca_net,ca_gross,cb_cost,ca_cost,excess_gross_cb,excess_gross_ca
M2|15m|12/26|s0.50,M2,15,12/26,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",30,0.1,-0.0700573485119518,-0.023748253732865,0.0079869776399121,0.0141813753950952,3.0,0.4254412618528576,0.3666666666666666,11.0,19.0,7.0,23.0,-1.0536197087047494,2.154179461262625,2.297430984428157,229.7430984428157,0.0858186246049047,36.66666666666666,63.33333333333333,0.0,29.8,1.021,6.69,0.553,0.081,-0.3667,0.3267,151,148,0.585644872045243,0.1387507324436938,59,0,0,0,26,33,3,0,0,30,True,-0.12456935704859859,0.012413793103448267,2.274571649753708,0.35632509356149017,-0.6085369486609596,0.31298760570441897,-0.5714634966501477,0.09088153503893215,0.13698315015204685,0.6623450316890799,0.08758620689655174,0.009118464961067857
M3|15m|12/26|v1.2,M3,15,12/26,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",362,0.0939226519337016,-0.0834189272955346,-0.0282776024730625,-0.0001648247925209,-0.0179387026274165,33.99999999999999,-6.493810351124774,0.3646408839779005,132.0,230.0,170.0,192.0,-1.0634110738940832,1.8649871516065533,1.7128027829454506,171.28027829454507,0.1118613545611181,36.46408839779006,63.53591160220995,0.0,278.2,0.975,23.34,1.156,-0.217,-0.1609,0.1217,2011,1503,1.479877132487677,0.1015728391951074,910,1,0,0,425,484,16,0,106,362,True,-0.11951154182252399,0.07213892678753184,1.7286586292122763,0.10913763003226354,-0.28219795878234866,0.014291177772929528,-1.4978158351150934,0.020798321689211648,0.19165046861005583,1.518614156804305,0.02178372514616976,0.07312433024448994
M3|15m|12/26|v1.5,M3,15,12/26,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",74,0.2567567567567567,-0.0549977447746486,-0.0186433033134402,-0.0030571359926799,0.1800585726759879,19.0,13.32433437802311,0.4189189189189189,31.0,43.0,38.0,36.0,-1.0403854185084749,2.613404137254677,2.5478033590713003,254.78033590713,0.0766981840807688,41.891891891891895,58.108108108108105,0.0,62.5,1.288,6.01,1.697,1.253,-0.0676,0.439,408,347,0.6466449265831447,0.4579796581091296,176,0,0,0,78,98,8,0,16,74,True,-0.27792108543314165,-0.08561812784815419,2.5729825942618634,0.26781412507321944,-0.6700757453286806,0.036366535340488344,-0.46658635390715675,0.2651123191954811,0.19230295758498744,0.7316986731026378,0.3423748846049109,-0.008355562438724429
M4|15m|12/26|d0.25,M4,15,12/26,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",1017,0.1061946902654867,-0.2369617866177468,-0.080326029361948,0.0004409012241534,-0.2106522244900546,108.0,-214.2333123063856,0.367748279252704,374.0,643.0,483.0,534.0,-1.1423242671119764,0.8097024562320541,0.6317814774963314,63.17814774963314,0.3168469147555414,36.87315634218289,63.12684365781711,0.0,866.6,0.748,223.51,2.247,-4.066,-0.3022,-0.113,4944,4073,-0.0003608726458512,0.3509999049372473,2316,2,0,1,1016,1297,7,0,273,1017,True,-0.561652129427302,-0.009262354016217906,0.6469614650286288,0.10473002123863172,-0.7153795212672667,-0.44670052513457664,-0.21029135184420342,0.09784781683671737,0.5523897754110841,0.3081391686809208,0.1154570442817046,0.00834687342876933
M4|15m|12/26|d0.5,M4,15,12/26,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",1556,0.0430591259640102,-0.2101781143427342,-0.0712468184212658,0.0004131127476944,-0.2379526940522954,67.0,-370.2543919453717,0.3464010282776349,539.0,1017.0,763.0,793.0,-1.1321158273744114,0.9327563803349616,0.7373596885550756,73.73596885550755,0.2810118200163057,34.76863753213368,65.23136246786633,0.0,1146.3,0.717,399.25,0.974,-4.87,-0.3275,-0.1661,7948,5487,0.0140528471740902,0.0990021041967549,3984,4,0,1,1677,2302,10,0,736,1556,True,-0.33695479824905034,0.0620386214279965,0.7795463722334802,0.04931643290505262,-0.4129343143924169,-0.27636306010035105,-0.2520055412263857,0.06104978410401938,0.3989934196770468,0.3130553253304051,-0.0189794954639863,-0.017990658140009178
M5|15m|12/26,M5,15,12/26,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 240, ""regime_tf_name"": ""4h""}",1424,0.0617977528089887,-0.1297700057827407,-0.0439898324687256,-0.001530334546944,-0.1134924199894217,87.99999999999999,-161.6132060649365,0.3539325842696629,504.0,920.0,683.0,741.0,-1.1015029909490364,1.24779111730323,1.0561023981736566,105.61023981736568,0.1752901727984104,35.39325842696629,64.60674157303372,0.0,901.2,0.85,175.5,1.287,-2.498,-0.1853,-0.0434,8323,4759,1.3366105909375692,0.0721939858173128,3830,0,0,0,1601,2229,10,0,795,1424,True,-0.18568640580673454,0.08082247630183817,1.0826473326631063,0.0752033278985374,-0.29043440873866805,-0.10324557164863696,-1.4501030109269908,0.013870023749018726,0.2665088821085727,1.4639730346760096,-0.01902472349284947,0.047927729059969976
M1|15m|20/50,M1,15,20/50,{},1120,0.0875,-0.1133394827760166,-0.038420163652887,-0.000721880676952,-0.0649815271058557,98.0,-72.77931035855843,0.3625,406.0,714.0,549.0,571.0,-1.0685386609048824,1.6270403046714854,1.3431166809841446,134.31166809841446,0.1524815271058557,36.25,63.74999999999999,0.0,826.6,0.912,80.7,1.846,-1.337,-0.1446,0.0223,7723,3532,1.3218049039892117,0.1069499383009586,4466,2,0,0,1800,2664,43,0,1501,1120,True,-0.17193146540681442,0.055141625938962845,1.3923568496339245,0.05498270545779066,-0.2481192646113143,-0.10884658204445247,-1.3867864310950675,0.06201365618841328,0.22707309134577727,1.4488000872834808,0.03235837406103715,0.025486343811586716
M2|15m|20/50|s0.00,M2,15,20/50,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",1099,0.0837124658780709,-0.113092963115694,-0.0383365976663369,-0.0006429770333142,-0.0683600719372743,92.0,-75.12771905906446,0.3612374886260237,397.0,702.0,538.0,561.0,-1.0685910912117649,1.6297594907266626,1.3474688973797102,134.74688973797103,0.1520725378153453,36.12374886260237,63.87625113739763,0.0,807.9,0.908,86.66,1.72,-1.407,-0.1515,0.01,7568,3586,1.2887863924998997,0.1348197471559014,4097,2,0,0,1641,2454,44,0,1311,1099,True,-0.20317981909317573,0.037293780604852896,1.3942971738286045,0.06587823477979768,-0.2924703108033722,-0.1227974537840112,-1.357146464437174,0.06520478814439404,0.24047359969802862,1.422351252581568,0.046418685273218,0.018507677733676856
M2|15m|20/50|s0.25,M2,15,20/50,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",457,0.1553610503282275,-0.0915072860242331,-0.0310194189912654,-0.000589918948369,0.0322444263643599,71.0,14.735702848512489,0.3851203501094092,176.0,281.0,211.0,246.0,-1.0541112049469648,1.89714578054842,1.636560135865372,163.65601358653723,0.1231166239638676,38.51203501094092,61.48796498905909,0.0,363.8,1.047,24.67,2.241,0.461,-0.0808,0.1564,2640,1802,1.272337186865243,0.1757475198504015,1050,0,0,0,410,640,27,0,156,457,True,-0.14350309348604162,0.05111457477074631,1.64740854670308,0.08362982007084453,-0.26256157807938196,-0.050647540183284025,-1.2400927605008834,0.09230986235011578,0.19461766825678795,1.332402622850999,0.10424647555748119,0.06305118797811173
M2|15m|20/50|s0.50,M2,15,20/50,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",11,0.9090909090909092,-0.0584237132105961,-0.0198046485459648,0.0220049216248304,0.8528674689591788,10.0,9.381542158550966,0.6363636363636364,7.0,4.0,2.0,9.0,1.8868887169691184,2.809784770246173,3.299025959629303,329.9025959629303,0.0562234401317305,63.63636363636363,36.36363636363637,0.0,10.0,3.282,2.04,,,,,59,52,0.8507090885342092,0.8203238196593685,24,0,0,0,10,14,2,0,1,11,True,0.03254364929981028,0.17818181818181822,2.2805506131743085,0.7474807757059446,-0.621357365688768,0.8998171382444007,0.002158380424969497,0.22167832167832166,0.14563816888200792,0.21951994125335217,0.730909090909091,0.6874125874125875
M3|15m|20/50|v1.2,M3,15,20/50,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",276,0.3478260869565217,-0.0792350026563369,-0.0268593229343515,0.0016333969835874,0.2433651583494207,96.0,67.16878370444012,0.4492753623188406,124.0,152.0,121.0,155.0,-1.042565036013454,2.061598497360604,1.8983417646658605,189.83417646658603,0.1044609286071009,44.927536231884055,55.072463768115945,0.0,247.2,1.399,10.96,3.995,2.936,0.0964,0.3956,1519,1111,1.645819275946378,0.620964180920684,640,1,0,0,282,357,17,0,64,276,True,-0.3775990225712632,0.027351338145904326,1.9286816389508128,0.5662376771700022,-1.3076930447991555,0.06605679678112186,-1.4024541175969572,0.11934071641901793,0.40495036071716756,1.521794834015975,0.3204747488106173,0.22848537053750373
M3|15m|20/50|v1.5,M3,15,20/50,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",66,0.5,-0.0529624566440219,-0.0179533751335667,-0.0017912253624143,0.4272929428599969,33.0,28.2013342287598,0.5,33.0,33.0,30.0,36.0,0.489448727382895,2.7589259339950947,2.9567698567383918,295.6769856738391,0.072707057140003,50.0,50.0,0.0,59.3,1.799,6.22,3.463,2.917,0.1517,0.6941,348,307,0.7158383613709367,0.5724651855528107,146,0,0,0,62,84,6,0,12,66,True,-0.14517224269281376,0.05494505494505495,2.920235273775249,0.3530949724541542,-0.7584053175463896,0.09231073607925289,-0.28854541851093984,0.13810706610721882,0.2001172976378687,0.42665248461815863,0.44505494505494503,0.3618929338927812
M4|15m|20/50|d0.25,M4,15,20/50,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",438,0.136986301369863,-0.2731417350650801,-0.0925904186661288,-0.0006903509983938,-0.2294362033597398,60.0,-100.49305707156604,0.3767123287671233,165.0,273.0,211.0,227.0,-1.1295021167268913,0.8148762489801941,0.5899892006786234,58.99892006786234,0.3664225047296028,37.89954337899543,62.10045662100456,0.0,438.0,0.732,103.96,1.937,-3.024,-0.3746,-0.0798,2169,2010,-0.0254228740161232,0.3146741594633589,894,0,0,0,392,502,1,0,63,438,True,-0.5441103628230988,0.05735390113838359,0.6134234423513427,0.20936823912669164,-0.8777381918336122,-0.36541092762031113,-0.20401332934361655,0.11195098769344596,0.6014642639614823,0.3159643170370625,0.07963240023147941,0.02503531367641705
M4|15m|20/50|d0.5,M4,15,20/50,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",735,0.0897959183673469,-0.2403124832989813,-0.0814618587454173,-0.0012370661424887,-0.2332154898195405,65.99999999999999,-171.41338501736226,0.3605442176870748,265.0,470.0,377.0,358.0,-1.1288094605783043,0.9104230262893324,0.7037552059990378,70.3755205999038,0.3230114081868874,36.3265306122449,63.6734693877551,0.0,637.2,0.725,171.42,1.572,-3.595,-0.3476,-0.1125,3675,3064,-0.0004537963235432,0.4141261036604426,1655,1,0,0,701,953,3,0,215,735,True,-0.6473415934799831,0.053377177133246266,0.731530334202525,0.24422636893187216,-1.035152123283063,-0.39323530997899625,-0.23276169349599724,0.075443660989749,0.7007187706132294,0.30820535448574626,0.03641874123410064,0.014352257377597905
M5|15m|20/50,M5,15,20/50,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 240, ""regime_tf_name"": ""4h""}",924,-0.0064935064935064,-0.1285973279563572,-0.043592314561477,-0.002565984164606,-0.1812491331759468,-6.000000000000004,-167.47419905457485,0.3311688311688311,306.0,618.0,427.0,497.0,-1.092104437767398,1.391507021873016,1.157231595867725,115.7231595867725,0.1747556266824403,33.11688311688312,66.88311688311688,0.0,604.6,0.77,173.32,-0.125,-3.451,-0.2603,-0.1006,5071,3383,1.0975924131724963,0.0147263433507153,2097,0,0,0,858,1239,17,0,298,924,True,-0.19597547652666214,0.08276713636067831,1.1836686401415477,0.056308752937810465,-0.2750162365473635,-0.1435970208882536,-1.2788415463484433,0.04782732404823721,0.2787426128873405,1.3266688703966805,-0.08926064285418471,-0.05432083054174361
M1|15m|50/200,M1,15,50/200,{},392,0.1403061224489795,-0.0904126146850461,-0.0306483439610325,0.002316598470131,0.0215617622730319,55.0,8.45221081102852,0.3775510204081632,148.0,244.0,198.0,194.0,-1.043933251729782,2.240800081905965,2.115870996828904,211.5870996828904,0.1187443601759476,38.01020408163265,61.98979591836735,0.0,313.6,1.031,23.49,1.784,0.259,-0.1193,0.165,2677,1508,0.6854253710831965,0.2771925743004581,1397,0,0,0,549,848,90,0,366,392,True,-0.2556308120274262,0.08891420119308015,2.1696522503566817,0.3543609606910567,-0.8751123896272696,0.026229046413484017,-0.6638636088101645,0.04081129328685116,0.34454501322050635,0.7046749020970157,0.05139192125589935,0.09949482916212835
M2|15m|50/200|s0.00,M2,15,50/200,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",393,0.1450381679389313,-0.092198237054028,-0.0312536396793315,0.0022996160392366,0.0238859072448083,57.0,9.387161547209676,0.3791348600508906,149.0,244.0,199.0,194.0,-1.0436722318867635,2.222367239948784,2.1022800051235957,210.22800051235956,0.1211522606941229,38.16793893129771,61.832061068702295,0.0,315.6,1.035,21.96,1.822,0.295,-0.1237,0.1648,2667,1511,0.6890533474357312,0.3158213657276897,1360,0,0,0,532,828,90,0,345,393,True,-0.2919354584828814,0.07025994587485163,2.176268620174812,0.3888642347168366,-0.9629488345950329,0.028347087163436566,-0.6651674401909229,0.03921934383891961,0.362195404357733,0.7043867840298424,0.07477822206407966,0.10581882410001167
M2|15m|50/200|s0.25,M2,15,50/200,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",3,0.0,-0.0377327906489497,-0.0127907764911694,0.0581966535819472,0.0076730864418281,0.0,0.0230192593254843,0.3333333333333333,1.0,2.0,3.0,0.0,-0.7245018531273131,3.4633336663897905,3.813157016876085,381.3157016876085,-0.0076730864418281,33.33333333333333,66.66666666666666,0.0,3.0,1.013,1.78,,,,,30,14,1.4585833876719054,0.4129257381780141,11,0,0,0,2,9,6,0,0,3,True,-0.40525265173618596,-0.1,3.8226456108944444,0.7171153181312864,-1.290756928842246,0.4987141096071863,-1.4509103012300772,-0.6442857142857144,0.305252651736186,0.8066245869443629,0.1,0.6442857142857144
M2|15m|50/200|s0.50,M2,15,50/200,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,
M3|15m|50/200|v1.2,M3,15,50/200,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",122,0.1557377049180328,-0.0753779772907519,-0.0255518567087294,0.0052473103027164,0.0600551812212677,19.0,7.3267321089946655,0.3852459016393442,47.0,75.0,50.0,72.0,-1.041533957100882,2.265891363091276,2.1432170141726186,214.32170141726183,0.0956825236967649,38.52459016393443,61.47540983606557,0.0,111.9,1.089,13.08,1.342,0.521,-0.1465,0.26,671,549,0.5879456827111971,0.2448834072840428,258,0,0,0,103,155,13,0,20,122,True,-0.1848282260627751,-0.005991909609476392,2.1981291826941285,0.18333651559534556,-0.3692569808648174,0.08290730961563417,-0.5278905014899293,0.07236313973802999,0.1788363164532987,0.6002536412279593,0.1617296145275092,0.0833745651800028
M3|15m|50/200|v1.5,M3,15,50/200,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",29,0.4482758620689655,-0.0575257075937389,-0.0195002398622843,-0.0061192037871674,0.3651307108257747,13.0,10.588790613947468,0.4827586206896552,14.0,15.0,13.0,16.0,-0.9888168499564952,2.502696492527116,2.482778700511517,248.2778700511517,0.0831451512431907,48.27586206896552,51.72413793103448,0.0,25.8,1.653,5.76,1.844,1.461,-0.087,0.7875,166,140,0.6550413309126601,0.5316597274767,56,0,0,0,18,38,6,0,3,29,True,-0.16652901665092532,0.0773125342090859,2.4799276708236286,0.3546234667536686,-0.5671563831107355,0.3086586459087504,-0.28991062008688545,0.19719155844155845,0.24384155086001122,0.4871021785284439,0.3709633278598796,0.2510843036274071
M4|15m|50/200|d0.25,M4,15,50/200,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",74,0.3378378378378378,-0.4134555166238818,-0.1401544124148752,-0.0023492329921232,-0.2181213241930424,25.0,-16.140977990285137,0.4324324324324324,32.0,42.0,40.0,34.0,-1.13269567121106,0.5271463573229102,0.3732127400759282,37.32127400759282,0.5559591620308801,44.5945945945946,55.4054054054054,0.0,70.6,0.744,17.48,3.003,-2.081,-0.4069,-0.0001,361,363,0.0220711110079977,1.3599703750209684,124,0,0,0,47,77,0,0,3,74,True,-1.5780916992140108,0.0008765663212894348,0.3976326080579712,1.7677691991240807,-4.731095011660541,-0.6318509938532222,-0.2401924352010401,0.1889124702553219,1.5789682655353003,0.42910490545636204,0.3369612715165483,0.14892536758251587
M4|15m|50/200|d0.5,M4,15,50/200,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",125,0.104,-0.4360821539875925,-0.1478244589788449,-0.0006105991119999,-0.4805172120784374,13.0,-60.06465150980468,0.36,45.0,80.0,65.0,60.0,-1.2532253846153842,0.533893395862719,0.3652937430879081,36.529374308790814,0.5845172120784373,36.8,63.2,0.0,113.3,0.527,61.22,0.995,-3.914,-0.6995,-0.2536,589,610,-0.1925588224091193,0.1762214680224129,208,0,0,0,79,129,0,0,4,125,True,-0.6567386801008503,0.09868853172938127,0.3705489575362425,0.28743283137130005,-0.9207203131688567,-0.2602010142488939,-0.287958389669318,0.12100511789374464,0.7554272118302316,0.40896350756306266,0.005311468270618722,-0.017005117893744648
M5|15m|50/200,M5,15,50/200,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 240, ""regime_tf_name"": ""4h""}",252,-0.0595238095238095,-0.0967651395693852,-0.0328017422269102,-0.0020814145764363,-0.1911721058965413,-15.0,-48.17537068592843,0.3134920634920635,79.0,173.0,116.0,136.0,-1.0605340934858356,1.897043222921506,1.6587307004719374,165.87307004719372,0.1316482963727318,31.349206349206348,68.65079365079364,0.0,227.2,0.753,48.63,-0.64,-2.113,-0.3563,-0.0216,1437,1079,0.9097336739959898,-0.0644347105336179,564,0,0,0,226,338,28,0,58,252,True,-0.1267373953629234,0.10737665023155507,1.6650776812450485,0.1533326282353913,-0.3390000862654257,0.0619588363725236,-1.1009057798925312,0.020679285231316107,0.23411404559447846,1.1215850651238473,-0.16690045975536458,-0.0802030947551256
M1|1h|5/20,M1,60,5/20,{},549,-0.0491803278688524,-0.0542582180688202,-0.0183926162945153,0.000946270335694,-0.120884891896494,-27.000000000000007,-66.36580565117522,0.3169398907103825,174.0,375.0,292.0,257.0,-1.043944266096807,2.655281366955044,2.5817139305032506,258.17139305032504,0.0717045640276415,31.693989071038253,68.30601092896174,0.0,380.9,0.835,76.84,-0.73,-1.711,-0.2336,-0.004,3891,1726,0.5807777027299096,-0.0837986316324027,3470,2,0,0,1370,2098,81,0,1468,549,True,-0.03708626026409131,0.07619903015552544,2.65849684773603,0.1187013335927807,-0.17937731868873305,0.1279085988559198,-0.7016625946264036,0.020803603439642333,0.11328529041961674,0.722466198066046,-0.12537935802437783,-0.06998393130849473
M2|1h|5/20|s0.00,M2,60,5/20,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",482,0.1141078838174273,-0.0579008270535351,-0.0196273990011983,-0.0002699830966265,0.0363096746660674,54.99999999999999,17.501263189044494,0.3713692946058091,179.0,303.0,263.0,219.0,-1.041968589462687,2.551065200255368,2.502130740034341,250.2130740034341,0.0777982091513599,37.13692946058092,62.86307053941909,0.0,365.0,1.054,37.8,1.774,0.535,-0.0714,0.1586,3083,1549,1.040243362838326,0.0847506194374727,1913,1,0,0,753,1159,56,0,621,482,True,-0.04844094477140527,0.052438147100828655,2.5503101239009824,0.08261221352764594,-0.1480635004048787,0.06122208620147429,-1.0039336881722587,0.05469713297411832,0.10087909187223393,1.058630821146377,0.061669736716598644,0.059410750843308976
M2|1h|5/20|s0.25,M2,60,5/20,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",6,0.0,-0.0350799660331268,-0.0118915139095345,0.045925078478915,-0.0010464014637463,0.0,-0.006278408782478,0.3333333333333333,2.0,4.0,4.0,2.0,-0.94036924218875,3.3687075481112103,3.1758243566264306,317.58243566264304,0.0010464014637463,33.33333333333333,66.66666666666666,0.0,5.0,0.998,1.04,,,,,36,30,0.4166315320361656,0.4596133615029568,19,0,0,0,10,9,3,0,0,6,True,-0.46065976296670313,-0.4,3.6782851047926695,0.5553291957117114,-1.0562226255508504,0.4578094676343551,-0.417677933499912,-0.05714285714285712,0.06065976296670311,0.3605350763570549,0.4,0.05714285714285712
M2|1h|5/20|s0.50,M2,60,5/20,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,
M3|1h|5/20|v1.2,M3,60,5/20,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",110,0.2818181818181818,-0.0449873883089443,-0.0152499621386251,-0.0064376191656753,0.2151432122049368,31.0,23.665753342543056,0.4272727272727272,47.0,63.0,52.0,58.0,-1.0255253888906006,3.0938551528998337,3.0141310700864685,301.4131070086469,0.0666749696132449,42.72727272727273,57.27272727272727,0.0,99.5,1.353,15.82,1.659,1.241,-0.1115,0.5227,668,456,0.5524171839555375,0.1998020821580098,310,0,0,0,136,174,25,0,39,110,True,0.015341130046927031,0.0988871071508755,3.291928925527754,0.07809008837064155,-0.11472494164248631,0.08125016612635173,-0.33727397175060064,0.05551968194551051,0.08354597710394847,0.39279365369611113,0.1829310746673063,0.22629849987267128
M3|1h|5/20|v1.5,M3,60,5/20,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",8,-0.25,-0.0393968030188212,-0.0133548484809563,0.0035127904763218,-0.2992388610234558,-2.0,-2.393910888187647,0.25,2.0,6.0,3.0,5.0,-1.041121079069969,3.184189220964496,3.250350400646323,325.03504006463226,0.0492388610234558,25.0,75.0,0.0,7.0,0.622,6.33,,,,,60,40,0.153140928840586,0.2329315721596537,42,0,0,0,25,17,9,0,0,8,True,-0.5321704331831096,-0.325,3.6226810460603707,0.5338803791768625,-1.3502418014601474,0.04930822393549378,-0.4523797898640419,-0.21142857142857144,0.20717043318310963,0.2409512184354705,0.07500000000000001,-0.03857142857142856
M4|1h|5/20|d0.25,M4,60,5/20,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",563,0.0284191829484902,-0.0760132382667765,-0.0257671994124666,-0.0013256794914003,-0.0746869342221532,16.0,-42.0487439670723,0.3428063943161634,193.0,370.0,283.0,280.0,-1.055342609199795,2.138243538883749,1.921277489844517,192.1277489844517,0.1031061171706435,34.280639431616336,65.71936056838365,0.0,474.4,0.897,52.79,0.465,-1.217,-0.1846,0.0368,3151,1882,0.0515371565568518,0.0338030994940273,1787,1,0,0,728,1058,54,0,441,563,True,-0.10849003371618063,0.018658100739737567,1.9996954778460179,0.04226168294876099,-0.15931177486934003,-0.07206971182215197,-0.12622409077900515,0.014225949802080789,0.1271481344559182,0.14045004058108593,0.009761082208752634,0.014193233146409412
M4|1h|5/20|d0.5,M4,60,5/20,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",602,0.0514950166112956,-0.0651075347245034,-0.0220703507540689,0.0009757853631394,-0.0347070835041372,31.0,-20.89366426949065,0.3504983388704319,211.0,391.0,283.0,319.0,-1.047814758290538,2.366162354332704,2.189356072168108,218.93560721681075,0.0862021001154329,35.04983388704319,64.95016611295681,0.0,453.1,0.951,52.83,0.781,-0.531,-0.1415,0.0763,3754,1925,0.1019733478613274,0.0480984443345101,2492,1,0,0,995,1496,87,0,807,602,True,-0.08280552783864745,0.026911154081579135,2.3273994938714373,0.11743211558086253,-0.19416101947325146,0.1090053464296965,-0.13668043136546476,0.0433176524810663,0.10971668192022659,0.17999808384653107,0.024583862529716467,0.008177364130229299
M5|1h|5/20,M5,60,5/20,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 1440, ""regime_tf_name"": ""1D""}",432,0.0277777777777777,-0.0594209071369817,-0.0201426803854175,-0.0110714882100596,-0.062857297954681,11.999999999999996,-27.154352716422228,0.3425925925925926,148.0,284.0,196.0,236.0,-1.0562588032177096,2.4484892695335643,2.328157648008098,232.8157648008098,0.0906350757324588,34.25925925925926,65.74074074074075,0.0,304.5,0.912,38.66,0.366,-0.791,-0.1997,0.0668,2581,1503,0.4856735251844055,0.0267607218803272,1589,0,0,0,684,905,42,0,431,432,True,-0.0896180198350083,0.026206265091882574,2.402774336115426,0.10200645442938598,-0.20803854373071348,0.055487616288134305,-0.5485308231390866,0.06210623410140566,0.11582428492689088,0.6106370572404923,0.001571512685895126,-0.03432845632362796
M1|1h|9/21,M1,60,9/21,{},545,-0.0146788990825688,-0.0577626035870328,-0.0195805435888247,0.0021174200067187,-0.0899046262517076,-8.000000000000004,-48.99802130718068,0.3284403669724771,179.0,366.0,277.0,268.0,-1.044384328217206,2.516576314735131,2.445659874741412,244.5659874741412,0.0752257271691388,32.84403669724771,67.1559633027523,0.0,415.9,0.876,94.77,-0.209,-1.213,-0.2236,0.029,3899,1704,0.4855543556735293,-0.0369021757954736,2500,4,0,1,951,1544,69,0,930,545,True,-0.05300245045623401,0.08767931739433359,2.4558714960066332,0.05966541836337018,-0.1253965351884097,0.005403956662787255,-0.575458981925237,0.028353893045097382,0.1406817678505676,0.6038128749703344,-0.10235821647690238,-0.04303279212766618
M2|1h|9/21|s0.00,M2,60,9/21,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",525,0.0285714285714285,-0.0582591156247337,-0.019748852754147,0.0014934072518485,-0.0479431325556037,14.999999999999996,-25.170144591691944,0.3428571428571428,180.0,345.0,283.0,242.0,-1.044064462758189,2.489938306153944,2.4131067721612656,241.31067721612652,0.0765145611270322,34.285714285714285,65.71428571428571,0.0,386.1,0.932,70.43,0.403,-0.653,-0.1675,0.0771,3635,1714,0.5422122026519386,-0.0508617678854527,2066,2,0,1,800,1263,63,0,675,525,True,0.0029186353298490146,0.10848801279560323,2.442101113629637,0.07102496212814804,-0.08125605779895868,0.08024883366748847,-0.5901553352075423,0.03546520712599217,0.10556937746575422,0.6256205423335345,-0.07991658422417473,-0.0068937785545636655
